N_walkers = 200
N_cull = 1
N_steps_per_walker = 2000
eps = 1.0e-8
<<<<<<< HEAD
0.9900745031063588 771.9333665762513 
0.9851487593098098 771.1202539864613 
0.9802475217013032 769.1462756103768 
0.9753706683595058 768.3010685160618 
0.9705180779696575 767.7662750881187 
0.9656896298205547 767.2195877248204 
0.9608852038015471 763.9233900837395 
0.9561046803995493 763.8108972813144 
0.951347940696069 762.3704827668275 
0.9466148663642477 761.2638890973784 
0.9419053396659182 760.4894983671694 
0.9372192434486748 760.0583287059508 
0.9325564611429601 759.6171941778704 
0.9279168767591642 759.0731500120645 
0.9233003748847406 758.6351372321419 
0.9187068406813339 758.4174759008621 
0.9141361598819243 757.5512160758818 
0.9095882187879845 757.4531358513763 
0.9050629042666513 756.1861640269185 
0.9005601037479116 755.6685392268369 
0.8960797052218027 755.348859759958 
0.8916215972356246 755.1278385078203 
0.8871856688911688 753.5870153264444 
0.882771809841959 752.8732265101679 
0.8783799102905064 752.8693497521928 
0.8740098609855785 752.8648289785764 
0.8696615532194812 752.7457080431687 
0.8653348788253544 752.2219281691724 
0.861029730174482 751.9606128960846 
0.856746000173614 751.9318655019782 
0.8524835822623025 751.0680312910234 
0.8482423704102513 751.0454750335073 
0.8440222591146779 750.8098810332912 
0.8398231433976895 750.4117852593783 
0.8356449188036712 750.3316518864615 
0.8314874813966877 750.3054797601897 
0.8273507277578983 750.2333031304912 
0.8232345549829834 750.0807106486028 
0.8191388606795854 749.9131095958966 
0.8150635429647617 749.9046913319007 
0.8110085004624494 749.7317291183667 
0.8069736323009448 749.5523593192831 
0.8029588381103928 748.8625190087347 
0.7989640180202914 748.8429134608156 
0.7949890726570064 748.5375255049836 
0.7910339031412998 748.5355420600443 
0.7870984110858705 748.4665130995417 
0.783182498592906 748.4003977233483 
0.7792860682516478 748.032507904381 
0.7754090231359679 747.7252623033901 
0.7715512668019582 747.5400756178403 
0.7677127032855305 746.7569796177478 
0.7638932371000304 746.7434659399923 
0.7600927732338612 746.7087916664963 
0.7563112171481206 746.6406496047679 
0.7525484747742494 746.6392640286549 
0.7488044525116909 746.5820839315762 
0.7450790572255631 746.1003921815694 
0.7413721962443414 745.9399138636782 
0.7376837773575536 745.8912182009022 
0.7340137088134863 744.9244664631967 
0.7303618993169018 744.7252475733205 
0.7267282580267679 744.71023546607 
0.723112694553998 744.170927531394 
0.719515118959202 744.1441879000382 
0.7159354417504497 744.1420224606193 
0.7123735738810445 744.0587978305318 
0.708829426747308 743.9517755391629 
0.7053029121863761 743.9291570113593 
0.7017939424740061 743.7953100459263 
0.6983024303223941 743.6307223433023 
0.6948282888780042 743.4914806822765 
0.6913714317194071 743.4754460304351 
0.6879317728551315 743.0464799071895 
0.6845092267215239 742.8761950566395 
0.6811037081806208 742.7034669953014 
0.6777151325180306 742.0641926898975 
0.6743434154408265 742.022796025258 
0.6709884730754493 741.4150830136696 
0.6676502219656212 741.3692938992994 
0.6643285790702699 741.3313905221893 
0.6610234617614625 741.1086119524 
0.6577347878223508 740.9703482317468 
0.6544624754451253 740.6985468774336 
0.6512064432289804 740.3860103244108 
0.6479666101780899 740.2133352410181 
0.644742895699592 740.0900139962912 
0.6415352196015841 739.9423946517694 
0.6383435020911284 739.8817787717101 
0.6351676637722671 739.8614383169137 
0.6320076256440469 739.7041085945978 
0.6288633090985541 739.6549611872637 
0.6257346359189594 738.6568514709927 
0.6226215282775716 738.1556012406168 
0.619523908733902 737.8262168888443 
0.6164417002327384 737.6539884827557 
0.6133748261022272 737.6423054792938 
0.6103232100519674 737.2421056836307 
0.6072867761711118 737.1775355499275 
0.6042654489264795 736.8348667461635 
0.6012591531606761 736.6689247892433 
0.598267814090225 736.6504877501158 
0.5952913573037064 736.5733861730996 
0.592329708759907 736.5277841848117 
0.5893827947859771 736.5128646946406 
0.5864505420755991 736.3625933717218 
0.5835328776871633 736.1127992091577 
0.5806297290419535 736.1077386069138 
0.5777410239223418 735.9787458776685 
0.5748666904699918 735.5516408561057 
0.5720066571840715 735.0488786045001 
0.5691608529194742 734.9574252852647 
0.566329206885049 734.8597087546713 
0.5635116486418398 734.4865783921356 
0.5607081081013331 734.4720696713454 
0.5579185155237145 734.4413253334827 
0.5551428015161339 734.0077507137006 
0.552380897030979 733.8776926242838 
0.5496327333641582 733.6838767576494 
0.5468982421533913 733.3635132572282 
0.5441773553765088 733.1565350408696 
0.54147000534976 733.0873017702974 
0.5387761247261293 733.020919018762 
0.536095646493661 732.7338099828394 
0.533428503973792 732.3278994782254 
0.5307746308196937 732.3027637440722 
0.5281339610146205 732.2099817802281 
0.5255064288702692 731.3518483717761 
0.5228919690251435 730.7031540360224 
0.5202905164429289 730.6840667722211 
0.5177020064108745 730.6035917049201 
0.5151263745381837 730.5907873518981 
0.5125635567544116 730.4991892087702 
0.5100134893078722 730.4725944202285 
0.5074761087640519 729.7740055396166 
0.5049513520040319 729.1024127952852 
0.5024391562229172 729.0551907705776 
0.49993945892827585 728.9381361982388 
0.497452197938583 728.7900526925914 
0.4949773113816746 728.0668004626843 
0.4925147376932086 728.0462473014413 
0.4900644156151329 727.8646249821559 
0.48762628419416215 727.6458654548276 
0.48520028278026084 727.3779087358366 
0.4827863510251352 727.3530138214443 
0.4803844288807315 726.5400714516296 
0.4779944565977428 726.1781547189319 
0.4756163747241222 726.0087753968785 
0.47325012410360423 725.9826518261945 
0.47089564587423305 725.8247676189594 
0.46855288146689855 725.7360505614116 
0.4662217726038792 725.6984174062702 
0.46390226129739226 725.4467255016037 
0.4615942898481515 725.365372014355 
0.45929780084393185 725.2541966473918 
0.45701273715814117 725.106160250469 
0.45473904194839915 725.0032219805269 
0.45247665865512354 724.4591733844477 
0.45022553100012297 724.2243848129248 
0.44798560298519696 723.9699710696509 
0.44575681889074326 723.9619692656015 
0.4435391232743714 723.8595555713305 
0.44133246096952383 723.2058337025102 
0.4391367770841033 723.0776351349082 
0.4369520169991078 722.8258041032338 
0.4347781263672714 722.5719862196925 
0.4326150511117129 722.2727108107458 
0.43046273742458996 722.1031304958223 
0.42832113176576114 721.9991502360972 
0.4261901808614539 721.9721493732401 
0.4240698317029392 721.8976203745015 
0.4219600315452131 721.8642124833784 
0.41986072790568474 721.7149199808845 
0.41777186856287035 721.3767033157786 
0.41569340155509493 721.1301753638409 
0.41362527517919895 720.6436815520752 
0.41156743798925266 720.5880721202889 
0.4095198387952763 720.5179267797014 
0.4074824266619665 720.4953951128172 
0.40545515090742934 720.4618695085042 
0.40343796110191976 720.3868039038274 
0.40143080706658685 720.3780606960116 
0.3994336388722257 720.3264436979185 
0.39744640683803556 720.2617530218218 
0.39546906153038364 719.881840745223 
0.39350155376157575 719.8032400681745 
0.3915438345886326 719.7801863254713 
0.38959585531207225 719.6913221239776 
0.38765756747469876 719.2852159002555 
0.3857289228603968 719.2642419558608 
0.38380987349293216 719.1148981384786 
0.3819003716347584 719.1119447004734 
0.38000036978582924 719.0057933242801 
0.37810982068241716 718.9806951176131 
0.37622867729593745 718.8678235756591 
0.3743568928317786 718.7268126156738 
0.3724944207281379 718.6471213942776 
0.3706412146548636 718.01355790573 
0.36879722851230207 717.9941606350656 
0.3669624164301513 717.8959927169325 
0.36513673276631975 717.8805055935609 
0.3633201321057908 717.8024759062657 
0.3615125692594933 717.1148489097748 
0.3597139992631775 717.0965010161195 
0.357924377376296 716.9873836106873 
0.3561436590808916 716.5054287828352 
0.35437180008048913 716.2163765688421 
0.35260875629899413 716.1833021165596 
0.35085448387959617 716.0138161958174 
0.3491089391836778 715.9698843799221 
0.34737207878972914 715.9000974391773 
0.34564385949226784 715.791457245458 
0.343924238300764 715.7619966364837 
0.3422131724385712 715.7407044199103 
0.3405106193418619 715.5615607843276 
0.33881653665856903 715.5078750447517 
0.33713088224733234 715.1687485859846 
0.33545361417645014 715.1364230057419 
0.33378469072283595 714.8889226331645 
0.3321240703709811 714.8709659907047 
0.3304717118119215 714.5425321496767 
0.3288275739422104 714.4362172281184 
0.3271916158628959 714.1649226983751 
0.32556379687850345 713.9417309073895 
0.3239440764960233 713.9124743075778 
0.3223324144239038 713.8655508611998 
0.3207287705710486 713.6648481469738 
0.3191331050458195 713.5805335905922 
0.31754537815504424 713.5472734297778 
0.31596555040302915 713.5116217643298 
0.31439358249057625 713.4615123271072 
0.31282943531400625 713.2830113901584 
0.3112730699641853 712.7930929912795 
0.3097244477255575 712.6883410757487 
0.3081835300751816 712.5197659253737 
0.30665027868177275 712.2965508083519 
0.30512465540474903 712.2435203757037 
0.3036066222932826 712.1320020245879 
0.30209614158535586 711.6727879721566 
0.30059317570682176 711.534979995445 
0.2990976872704694 711.4649999763998 
0.29760963907509397 711.4076785808743 
0.2961289941045711 711.242685589921 
0.2946557155269364 711.1355194014164 
0.2931897666934691 710.9798650351131 
0.2917311111377802 710.6579445255129 
0.2902797125749057 710.6237815426572 
0.28883553490040365 710.5775140830496 
0.2873985421894564 709.9834528976138 
0.2859686986959765 709.2662248855254 
0.2845459688517179 709.2637573652845 
0.283130317265391 708.3434857704997 
0.2817217087217821 708.2469289273984 
0.2803201081808777 707.643398081513 
0.27892548077699275 707.6387189388007 
0.2775377918179032 706.9085335596334 
0.2761570067839833 706.8772950266055 
0.2747830913273466 706.6429212094057 
0.27341601127099163 706.6310506912507 
0.2720557326079519 706.5428978378917 
0.27070222150044965 706.3858063321978 
0.2693554442790544 706.3834303419258 
0.2680153674418452 706.1993823587152 
0.2666819576535773 706.1438660231095 
0.265355181744853 706.021194736639 
0.26403500671129654 705.9752235357273 
0.2627213997127329 705.9275618001153 
0.261414328072371 705.8709898058942 
0.26011375927599106 705.7816218477245 
0.2588196609711354 705.6284631521368 
0.2575320009663039 705.5274682371282 
